func_name,endpoint_id,running_duration,energy_consumed,llc_misses,instructions_retired,core_cycles,ref_cycles
__main__.compression,6754af96-7afa-4c81-b7ef-cf54587f02fa,2.213023,1507599.410989039,419312.5588064102,5592488508.077769,5986859714.674402,4708954987.235292
__main__.compression,6754af96-7afa-4c81-b7ef-cf54587f02fa,2.213634,1509818.4511142173,410239.6401208477,5591177029.982389,5995524760.301875,4716261639.829557
__main__.dna_visualization,6754af96-7afa-4c81-b7ef-cf54587f02fa,42.185043,195855851.3169472,35199538.20070136,165041831175.3857,120542595931.05171,90649644148.27426
__main__.dna_visualization,6754af96-7afa-4c81-b7ef-cf54587f02fa,42.304034,195507950.63349518,37486365.06680393,164664301141.00388,120884565646.99522,90919334276.003
__main__.dna_visualization,6754af96-7afa-4c81-b7ef-cf54587f02fa,42.315686,195555526.59507114,37594915.87711284,164700800985.3776,120945734346.1495,90970551882.98288
__main__.dna_visualization,6754af96-7afa-4c81-b7ef-cf54587f02fa,42.369196,194813711.2291746,37804591.28160443,164063378620.81427,120751754808.20128,90824014241.70824
__main__.graph_mst,6754af96-7afa-4c81-b7ef-cf54587f02fa,8.129303,10875656.725267468,94534091.74132341,7015477105.7147665,15091948280.220827,21332856481.564575
__main__.graph_mst,6754af96-7afa-4c81-b7ef-cf54587f02fa,8.141366,10873369.633382484,95054452.86904117,7014001788.760299,15101322561.633396,21369934885.27084
__main__.graph_mst,6754af96-7afa-4c81-b7ef-cf54587f02fa,8.154101,10819329.977483727,95658921.4377458,6979142839.242554,15057179174.557512,21439076787.96241
__main__.graph_mst,6754af96-7afa-4c81-b7ef-cf54587f02fa,8.179078,10817658.965318646,94515754.32091947,6978064932.143823,15130765066.277927,21553527659.241467
__main__.dna_visualization,6754af96-7afa-4c81-b7ef-cf54587f02fa,42.235157,195313195.03005505,36256630.17302339,164543088997.3043,120510003247.64667,90610825211.3978
__main__.cholesky_decomposition,6754af96-7afa-4c81-b7ef-cf54587f02fa,5.140269,5641675.388009854,48122041.84336125,569710677.5554152,4981101675.583242,5695849909.302385
__main__.cholesky_decomposition,6754af96-7afa-4c81-b7ef-cf54587f02fa,5.149302,5630879.04817185,47993532.164709575,569129489.1648998,4862548306.279077,5600071125.002572
__main__.video_processing,6754af96-7afa-4c81-b7ef-cf54587f02fa,0.712975,57437.635532377055,39154.0483256985,1576155.9905701876,3189028.9260439426,2625505.666439064
__main__.cholesky_decomposition,6754af96-7afa-4c81-b7ef-cf54587f02fa,4.537875,5682535.077964136,49913876.714901604,553662999.8083656,2502482789.886762,2439796562.8389187
__main__.matrix_multiplication,6754af96-7afa-4c81-b7ef-cf54587f02fa,7.254817,16316564.105187507,9967616.331179976,1963675550.1278934,1366622426.130433,1154741905.16232
__main__.cholesky_decomposition,6754af96-7afa-4c81-b7ef-cf54587f02fa,4.508755,5389743.262049348,44919667.974451564,558994560.2849308,3406130238.5879292,4005380827.637457
__main__.cholesky_decomposition,6754af96-7afa-4c81-b7ef-cf54587f02fa,5.165841,5660833.226187026,48669036.57794477,566283776.6314653,4701515734.9781685,5468191586.919222
__main__.cholesky_decomposition,6754af96-7afa-4c81-b7ef-cf54587f02fa,5.20398,5700566.73184097,49077739.817110874,569320728.9390734,5005201482.33141,5786349285.250081
__main__.cholesky_decomposition,6754af96-7afa-4c81-b7ef-cf54587f02fa,5.212719,5194359.449710312,42511509.97206293,549629648.692204,3950738394.8898425,4782642324.742514
__main__.cholesky_decomposition,6754af96-7afa-4c81-b7ef-cf54587f02fa,5.234615,5619815.455712444,48118099.258960456,564952087.618406,4906201265.892738,5713511689.431603
chemfunctions._compute_vertical,6754af96-7afa-4c81-b7ef-cf54587f02fa,4.552964,2628996.0844018124,4794239.204192229,511910645.07338786,832659010.5204182,888118493.3184996
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.188806,9343678.647051003,78273332.2939886,6185287595.930141,5021321771.317265,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.219697,9653409.483628538,81209383.12618601,6351868229.834343,5111930672.052901,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.22021,9670262.110807667,81451555.98727313,6351648272.424583,5107867926.709526,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.249471,10212388.282706201,89624878.59182663,6301437828.123494,5209824414.496527,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.37925,10764381.559339099,94700316.65728074,6616009111.947867,5659811350.593565,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.261547,10429120.685020037,91357471.73411603,6454258935.277295,5204268221.8688755,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.218725,10455307.397999793,91772307.99840096,6449576955.414924,5070148074.031275,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.407235,3295349.1987348516,6234924.02426853,4289142405.419693,2614337837.678395,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.415233,3381575.814195603,7163423.521508589,4325070589.424992,2641648292.9342995,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.482646,3577195.712430507,7247717.344715789,4608179935.828808,2820493347.981043,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.465165,3654396.4705797583,8449168.1850169,4603445870.074711,2825373521.5782948,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.465625,3610347.8969085775,7861833.620092243,4596358993.9482765,2807810509.322811,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.459211,3592309.306078911,7956864.526653528,4560003748.865963,2785243656.8862457,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.489006,3618063.45877859,8130956.375720143,4581026520.05933,2805602077.394573,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.45123,3499630.5975733325,7536818.075947627,4463770381.189808,2724178309.632765,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.454337,3452003.8091630377,6465133.2571692765,4499638581.281719,2744444995.684252,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.424037,10984814.52008429,96997437.30995798,6711184442.652492,5768684930.192188,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.413865,10906514.543367576,96029442.50461328,6694502107.732817,5729541219.168682,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.27377,10519626.5683906,92703068.0087719,6448006316.560641,5270708477.1966915,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.251739,10428804.486137282,91741737.39085515,6410468346.536655,5188940965.560399,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.351352,10714099.283366024,94517297.63403618,6555892785.809271,5515376996.922068,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.396056,10796746.457892388,95727228.27958587,6552303641.059416,5680059302.001843,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.238436,9753840.482225379,82403797.50872004,6378579806.136935,5118157285.686878,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.319957,10004308.732603539,85542602.92678727,6427172919.996373,5383329483.38389,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.32468,10116591.724769417,87071007.78455517,6435293568.745891,5430864274.658993,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.34055,10039226.654084042,86477219.46918441,6377962413.712117,5451404891.934766,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.392026,10153478.940702612,87969610.3296185,6393301427.661989,5600291901.924377,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.356958,10169530.284961272,88440730.52334958,6366006794.200819,5493341401.933794,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.333643,10186545.34656664,89301860.04432112,6296329599.05204,5412579613.932932,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.375071,10896310.42422375,96528023.05023623,6621959667.985796,5582759124.95173,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.191791,9245693.818278413,75493225.93450078,6341112654.5393095,4982767473.923981,0.0
__main__.graph_bfs,1a302149-7bef-40fe-9dc1-08ae540dc719,2.22551,9960663.291431282,85243101.81097506,6390832740.88046,5090449911.592859,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.423491,3387864.7056358457,6779905.254435539,4372677187.239193,2663891917.5118294,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.473609,3440128.3390268125,6940924.315584928,4434507713.506432,2729400825.982006,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.441257,3427727.0432320125,6065038.606499702,4503348780.754261,2739822981.625059,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.4524,3494025.6367498226,6909355.998943418,4517972742.175316,2755373294.5891514,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.499745,3492943.2018406615,6948866.436297223,4512420700.128235,2812360932.2261505,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.448988,3508030.516626481,6310241.095931724,4598571639.440426,2801498367.8694916,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.45837,3639591.5333963,8137023.645937309,4612502807.757404,2828480205.2905083,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.465415,3646395.276058577,8193212.650102198,4617039986.71767,2827864930.2373238,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.456105,3539244.2784527913,7690694.937798366,4507461973.95892,2759544039.3543243,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.47064,3503811.1500403583,6865760.452286899,4536901388.189613,2761892613.3533382,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.467003,3519536.9129359983,7344397.197798073,4512618212.628124,2763546150.4234486,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.529871,3772804.059104819,10848417.579604536,4540703655.721508,2815192030.842121,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.447712,3434658.1286832094,6973538.678494155,4423104507.505508,2700539251.861824,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.452735,3514755.1413409933,7996368.150070548,4440494115.30267,2719300592.6598167,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.436269,3445236.6517169625,7436481.128372759,4392715552.466583,2683388641.456463,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.452518,3442211.238084711,6803894.968040317,4451272803.905727,2717865708.5742264,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.432109,3455292.3895663396,7562500.158826411,4395137148.931599,2685118565.204033,0.0
__main__.compression,1a302149-7bef-40fe-9dc1-08ae540dc719,1.76932,4316459.492981844,14822917.44905822,4954621611.915649,3908024214.593481,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.227591,8863589.497360162,77323695.04739219,5772792078.893681,5008559306.934622,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.268174,59275771.915208824,22885111.1500974,115147266101.22263,33478212578.61618,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.282434,59418811.014463075,26722434.551149845,114807210187.18294,33731098245.58069,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.176598,58885623.391508445,24207678.173523337,114148685191.5347,32924793748.25853,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.17644,58872752.48377149,23515053.937029213,114236031625.45522,32972560092.137615,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.165255,58860923.40321484,22746777.850706488,114337827592.74792,32968959731.62056,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.154734,59251961.25845221,25795161.57002625,114624066411.7483,33010380876.329315,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.463866,10512114.87138437,97578785.00821494,5944771392.677458,5721499699.443667,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.286427,10242321.659474023,94639499.0860447,5858965574.636911,5117027738.296885,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.322444,10753009.081242263,101128998.85640112,5879269424.43359,5259316133.987549,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.185591,59017309.58451331,23523725.551339626,114524545276.82498,33149994909.48291,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.187306,59190903.89552731,25669315.68359804,114522167631.93054,33147856145.513443,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.186353,59004544.56948964,22673817.558487847,114637801108.53775,33101269317.026314,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.331599,59267144.10925353,26151011.10911879,114596379155.91844,33516056252.542774,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.411676,59332917.25082521,25569613.524107307,114823285532.8396,33781852182.34234,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.208414,59420526.478091024,23234359.059130073,115380532449.02167,33249062245.98358,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.27031,59402292.008043975,23664032.846509367,115273760463.05174,33462177928.74672,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.293318,59405069.79445446,23235817.80348167,115349293478.52408,33558618268.633945,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.158103,59408611.582382284,23643462.198156834,115289796125.95514,33146691679.667007,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.184415,59260812.68400365,20705090.724060416,115473434832.8111,33240758765.946236,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.162418,59202695.303335056,22575581.24589792,115051271247.01314,33091014857.49587,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.115661,59115874.64464222,20672103.712208718,115188129802.07092,32997188282.398796,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.225064,59453550.32098594,23187057.511996835,115454494723.58542,33314711985.59394,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.3189,58923895.96808484,18020952.970811367,115236233385.72653,33606152739.818382,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.216747,59435595.93295648,24388389.55824992,115222210984.49188,33301954507.945206,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.245979,59293438.140314,22376421.20031044,115265808046.58096,33404157633.13967,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.198031,59495706.085372135,25782615.573543698,115114982095.16339,33243711294.325375,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.192377,59012235.0752671,19886934.481910974,115108546400.14041,33197606817.23576,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.217535,59300308.977174744,25251537.9176144,114809852049.4335,33279279087.195374,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.173934,59064339.12740864,20893925.696443856,115048526512.962,33100548910.669106,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.207691,59230121.49230978,24394068.472248763,114809174104.76126,33193747106.470215,0.0
__main__.dna_visualization,1a302149-7bef-40fe-9dc1-08ae540dc719,11.40907,59486986.239408,26483203.924022734,114983031068.54044,33867618265.274513,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.071866,8987109.430469967,79777231.78673542,5642010587.2722435,4366258971.532316,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.331212,9668006.012856845,87396890.78793463,5827621374.432289,5204706399.856543,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.254903,10459845.820594367,97103256.78647718,5913729529.852379,5188538193.786715,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.317246,10262569.629835505,95278243.43615672,5801214202.272312,5203488954.888054,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.472788,10948294.471659176,103671165.1177238,5877730692.300392,5775327609.780058,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.428504,10128612.156535279,93045120.26700163,5877383802.847141,5672846432.324385,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.263982,10277108.14605486,94783584.5579842,5906088919.9388275,5257676960.153315,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.290541,9535711.541521482,85561177.8244724,5846094031.688995,5216680339.400354,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.329141,11021194.325488623,104384175.14634201,5913381718.702614,5358635743.097832,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.46252,11092871.138677798,105013588.31749985,5959431393.893818,5816001455.420219,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.460767,11156334.438472617,106144262.21637222,5912182745.454987,5811180298.983484,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.35819,10461162.304663818,97258085.44684696,5892581961.260811,5471830691.107557,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.456009,11226162.572332293,107177524.49259102,5892557063.862171,5768025844.118326,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.273236,11141147.63623378,105997146.3562079,5904537577.790985,5227329469.872257,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.292844,11210755.878536463,107107143.48290387,5872694503.80196,5303448559.977037,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.375406,10600450.200288236,98726355.90839721,5944436383.646162,5362080718.512762,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.053723,9238713.202562083,82760144.50686494,5684913279.920898,4327683179.453564,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.352933,10440294.693806238,97377244.32542348,5832752901.816559,5271348635.871237,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.307313,9654417.649946783,87340645.27695113,5809208218.977554,5179899709.432732,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.32009,9759201.317887649,88794927.75368929,5794529637.954102,5195066768.012869,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.417092,11289378.24567182,107968924.88619,5896897983.617111,5658700800.141243,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.402801,10764875.666096672,101254647.96278933,5883601131.022865,5594968173.039152,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.422387,10478364.482637845,97474588.04323575,5893587035.730377,5571054276.432491,0.0
__main__.graph_mst,1a302149-7bef-40fe-9dc1-08ae540dc719,2.418566,10733746.281519,100804788.84604138,5890697055.342464,5633545385.654276,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.186814,18562356.938408107,214099982.13303873,7215777866.099304,7667112896.5655365,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.673994,20973823.456419885,246053385.11540163,7589457217.97393,9332930072.828947,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.184987,18465645.857503504,212925464.5151985,7186224247.523926,7716115210.901978,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.496264,20508460.32290992,239255232.61414704,7603390679.225861,8838090925.53965,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.16475,18032518.009619907,206631121.7668524,7194710828.5364685,7662469672.362663,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.398034,21759680.23597406,257241188.12797835,7605723768.091309,8580874885.469597,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.534993,19786925.707756534,230564067.34244797,7373150047.455658,8958532525.06771,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.391697,20786958.96879904,243567649.15690976,7561817425.562439,8571827497.178268,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.45975,20891618.457960412,245356748.53573024,7523246497.419373,8752970607.14666,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.536016,21559728.6317828,254523599.62069115,7584014988.82605,9015697250.607193,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,2.689928,20490147.864871606,239655025.87555403,7513058425.062958,6449477628.475044,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.074363,20473650.253389075,239185550.88499573,7544668184.101013,7580837257.397308,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,2.886417,19299028.339119747,223985581.01632437,7313009946.588043,6781971847.073837,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.198043,18524327.00949295,213404080.81944352,7236030753.789154,7789545038.4207535,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.213337,19846251.162722528,231562977.13850486,7353360293.722839,7786950886.713974,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.20631,19462611.098746106,226333881.46370247,7313745125.335968,7760883149.202011,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.481148,21657345.377712607,255985648.98177254,7576184342.8715515,8829632461.76854,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.48298,21068402.497262448,248000140.81638566,7509661809.534485,8827038931.163727,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.582005,20473711.54155518,239955589.73669717,7439916631.079437,9094012762.213333,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.16321,18577406.737152293,214008371.66952544,7257745301.156738,7698996181.242844,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.391145,21520616.33515279,254053342.1717658,7571416455.510223,8588814831.8467865,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,4.064817,19986441.254730806,233989970.67744476,7297538894.6883545,10538486834.81327,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.007237,21029814.340765394,246270509.41406682,7669604597.155895,7533319762.473757,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.12524,20224007.29134837,235516911.33743405,7555109872.048126,7690105426.88571,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.238942,19251593.010747135,222973379.4555996,7357909335.337494,7902263615.923798,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.542391,22271030.614357278,263345725.75605944,7776368582.518677,9036899612.38739,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.453108,21960257.179327667,259031606.6037177,7754929296.091248,8788637191.442604,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.457086,21799560.613266632,256934785.52074292,7725600795.6026,8764315205.89766,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.045583,20732404.95261166,242297719.85212928,7627867272.627464,7501904121.729696,0.0
__main__.graph_pagerank,1a302149-7bef-40fe-9dc1-08ae540dc719,3.188485,18765217.795999497,216790449.55173954,7246881128.072693,7738127718.885078,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.051723,6812.727389097214,29125.113753944635,9364162.479919434,4495962.435913086,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.032507,4467.674939185381,19151.98402711749,6133760.555541992,2976135.739883423,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.052103,7601.537240117788,32514.829610705376,10446012.390075684,4969752.262870789,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.048909,7445.522671870887,31486.630643367767,10280714.673187256,4789696.868972778,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.059534,5178.897225022316,34694.48521500826,5410389.053783417,2761499.3861465454,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.031438,4690.28433149308,18860.85077559948,6608830.172897339,3139254.7956733704,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.050742,217.26721151173115,980.7223403453827,291577.08934020996,136170.87241744995,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.031431,322.0736588574946,1372.6649296283722,443269.44638061523,208768.31636238098,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.032234,333.8685093000531,1414.2179220318794,460688.5604324341,215053.34553146362,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.031424,556.1611818559468,2356.197884351015,767367.3489646912,364507.22928237915,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.032075,572.0416935533285,2452.8061432242393,785288.1211547852,364572.4215927124,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.032439,808.52152107656,3479.0260325074196,1108257.980041504,518449.973110199,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.050986,1348.7286105677485,5763.584642410278,1854163.4649887085,885872.9439315796,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.034306,1109.8388118743896,4787.8968913555145,1519604.1658096313,757563.7208900452,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.03128,994.5073447600007,4190.735579282045,1375244.234424591,643780.2303771973,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.062116,2625.2980602905154,11284.613545656204,3600173.0366897583,1635153.9186286926,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.032023,1276.221808128059,5461.687468767166,1753403.2308883667,810477.8642539978,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.036432,1475.129033587873,6374.404855728149,2018317.67678833,977413.3887176514,0.0
__main__.thumbnailer,1a302149-7bef-40fe-9dc1-08ae540dc719,0.059421,2954.001915335655,12864.178370893002,4028262.4293670654,1905240.593624115,0.0
